,event_id,store_id,campaign_id,product_code,base_price(before_promo),quantity_sold(before_promo),promo_type,base_price(after_promo),quantity_sold(after_promo),category,product_name
761,c8e17c,STMLR-1,CAMP_DIW_01,P02,860,166.0,33% OFF,576,252,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
762,f35446,STTRV-0,CAMP_DIW_01,P09,110,33.0,50% OFF,55,43,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
763,8a219d,STBLR-8,CAMP_DIW_01,P08,1190,64.0,BOGOF,595,218,Home Care,Atliq_Double_Bedsheet_set
764,7d1872,STMYS-2,CAMP_DIW_01,P02,860,283.0,33% OFF,576,430,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
765,6bfa15,STCBE-2,CAMP_SAN_01,P06,415,16.0,25% OFF,311,13,Home Care,Atliq_Fusion_Container_Set_of_3
766,26a18a,STVSK-3,CAMP_SAN_01,P15,3000,109.0,500 Cashback,2500,192,Combo1,Atliq_Home_Essential_8_Product_Combo
767,f94f2f,STTRV-1,CAMP_DIW_01,P08,1190,28.0,BOGOF,595,92,Home Care,Atliq_Double_Bedsheet_set
768,17195,STCHE-4,CAMP_SAN_01,P11,190,45.0,50% OFF,95,64,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
769,ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,40.0,BOGOF,150,165,Home Care,Atliq_Curtains
770,fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,40.0,BOGOF,175,132,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
771,c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,73.0,BOGOF,595,192,Home Care,Atliq_Double_Bedsheet_set
772,00af86,STCBE-0,CAMP_SAN_01,P06,415,15.0,25% OFF,311,14,Home Care,Atliq_Fusion_Container_Set_of_3
773,cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,106.0,BOGOF,510,424,Home Appliances,Atliq_waterproof_Immersion_Rod
774,5947fb,STBLR-9,CAMP_SAN_01,P15,3000,118.0,500 Cashback,2500,251,Combo1,Atliq_Home_Essential_8_Product_Combo
775,9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,315.0,500 Cashback,2500,976,Combo1,Atliq_Home_Essential_8_Product_Combo
776,800f42,STMDU-3,CAMP_SAN_01,P03,200,273.0,BOGOF,100,1097,Grocery & Staples,Atliq_Suflower_Oil (1L)
777,675714,STCBE-3,CAMP_DIW_01,P13,350,61.0,BOGOF,175,201,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
778,1f5ed3,STVSK-1,CAMP_SAN_01,P08,1190,33.0,BOGOF,595,131,Home Care,Atliq_Double_Bedsheet_set
779,8c62ba,STVSK-0,CAMP_DIW_01,P01,172,161.0,33% OFF,115,265,Grocery & Staples,Atliq_Masoor_Dal (1KG)
780,14ff29,STBLR-3,CAMP_SAN_01,P11,190,43.0,50% OFF,95,62,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
781,d3d574,STMLR-2,CAMP_SAN_01,P08,1190,16.0,BOGOF,595,63,Home Care,Atliq_Double_Bedsheet_set
782,eccfbe,STCHE-1,CAMP_DIW_01,P02,860,364.0,33% OFF,576,451,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
783,e2f806,STMDU-1,CAMP_DIW_01,P14,1020,36.0,BOGOF,510,126,Home Appliances,Atliq_waterproof_Immersion_Rod
784,ac0db6,STBLR-8,CAMP_SAN_01,P06,415,22.0,25% OFF,311,16,Home Care,Atliq_Fusion_Container_Set_of_3
785,0e888c,STVSK-3,CAMP_DIW_01,P02,860,274.0,33% OFF,576,334,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
786,c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,58.0,BOGOF,175,148,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
787,03b653,STCBE-3,CAMP_DIW_01,P02,860,266.0,33% OFF,576,446,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
788,3070a3,STVSK-3,CAMP_DIW_01,P10,65,68.0,50% OFF,32,76,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
789,6b74c8,STBLR-5,CAMP_DIW_01,P15,3000,379.0,500 Cashback,2500,1095,Combo1,Atliq_Home_Essential_8_Product_Combo
790,12bb06,STHYD-1,CAMP_DIW_01,P03,156,351.0,25% OFF,117,319,Grocery & Staples,Atliq_Suflower_Oil (1L)
791,1.11E+11,STMYS-3,CAMP_SAN_01,P11,190,43.0,50% OFF,95,48,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
792,82ff02,STMDU-0,CAMP_SAN_01,P10,50,22.0,25% OFF,37,18,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
793,5e1671,STCHE-2,CAMP_SAN_01,P10,50,34.0,25% OFF,37,30,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
794,9a425b,STCBE-0,CAMP_DIW_01,P03,156,276.0,25% OFF,117,267,Grocery & Staples,Atliq_Suflower_Oil (1L)
795,3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,34.0,50% OFF,95,38,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
796,966652,STCBE-3,CAMP_DIW_01,P05,55,64.0,25% OFF,41,55,Home Care,Atliq_Scrub_Sponge_For_Dishwash
797,a3caaa,STCHE-0,CAMP_DIW_01,P10,65,126.0,50% OFF,32,167,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
798,c873b4,STVSK-4,CAMP_DIW_01,P02,860,267.0,33% OFF,576,389,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
799,02fe6a,STMLR-1,CAMP_DIW_01,P04,290,152.0,25% OFF,217,133,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
800,18810a,STMYS-1,CAMP_DIW_01,P02,860,395.0,33% OFF,576,711,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
801,cc2182,STMDU-1,CAMP_DIW_01,P12,62,85.0,50% OFF,31,117,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
802,f856b9,STMLR-2,CAMP_SAN_01,P15,3000,66.0,500 Cashback,2500,147,Combo1,Atliq_Home_Essential_8_Product_Combo
803,d33904,STMYS-3,CAMP_DIW_01,P07,300,59.0,BOGOF,150,233,Home Care,Atliq_Curtains
804,7e9777,STVJD-1,CAMP_DIW_01,P08,1190,24.0,BOGOF,595,82,Home Care,Atliq_Double_Bedsheet_set
805,531a22,STBLR-3,CAMP_DIW_01,P11,190,71.0,50% OFF,95,90,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
806,e2a523,STHYD-5,CAMP_DIW_01,P07,300,59.0,BOGOF,150,195,Home Care,Atliq_Curtains
807,2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,22.0,25% OFF,37,18,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
808,8f4f8c,STVJD-1,CAMP_DIW_01,P02,860,210.0,33% OFF,576,321,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
809,1.53E+07,STCHE-7,CAMP_SAN_01,P12,62,67.0,50% OFF,31,95,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
810,e2c229,STTRV-1,CAMP_SAN_01,P15,3000,54.0,500 Cashback,2500,125,Combo1,Atliq_Home_Essential_8_Product_Combo
811,2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,457.0,33% OFF,576,548,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
812,715baf,STHYD-3,CAMP_DIW_01,P13,350,82.0,BOGOF,175,239,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
813,6a1a5a,STVSK-0,CAMP_DIW_01,P15,3000,250.0,500 Cashback,2500,755,Combo1,Atliq_Home_Essential_8_Product_Combo
814,d59c23,STCBE-3,CAMP_DIW_01,P03,156,252.0,25% OFF,117,224,Grocery & Staples,Atliq_Suflower_Oil (1L)
815,e0844a,STTRV-1,CAMP_DIW_01,P10,65,64.0,50% OFF,32,80,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
816,0f2c3a,STCBE-0,CAMP_SAN_01,P07,300,30.0,BOGOF,150,117,Home Care,Atliq_Curtains
817,b55027,STCHE-6,CAMP_SAN_01,P10,50,31.0,25% OFF,37,22,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
818,5bc324,STTRV-1,CAMP_DIW_01,P14,1020,19.0,BOGOF,510,66,Home Appliances,Atliq_waterproof_Immersion_Rod
819,18c9f4,STBLR-1,CAMP_DIW_01,P03,156,385.0,25% OFF,117,369,Grocery & Staples,Atliq_Suflower_Oil (1L)
820,2fc575,STBLR-0,CAMP_DIW_01,P12,62,147.0,50% OFF,31,198,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
821,c3bbcc,STBLR-2,CAMP_SAN_01,P07,300,31.0,BOGOF,150,122,Home Care,Atliq_Curtains
822,c4b10c,STCHE-5,CAMP_DIW_01,P06,415,87.0,25% OFF,311,77,Home Care,Atliq_Fusion_Container_Set_of_3
823,1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,147.0,500 Cashback,2500,385,Combo1,Atliq_Home_Essential_8_Product_Combo
824,32b8a7,STBLR-2,CAMP_DIW_01,P03,156,378.0,25% OFF,117,343,Grocery & Staples,Atliq_Suflower_Oil (1L)
825,be6ab1,STCHE-4,CAMP_SAN_01,P09,90,73.0,25% OFF,67,60,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
826,e5e0dc,STHYD-0,CAMP_SAN_01,P07,300,52.0,BOGOF,150,204,Home Care,Atliq_Curtains
827,a16acc,STBLR-4,CAMP_SAN_01,P11,190,43.0,50% OFF,95,59,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
828,380c68,STTRV-1,CAMP_DIW_01,P07,300,29.0,BOGOF,150,96,Home Care,Atliq_Curtains
829,e9c690,STMDU-3,CAMP_SAN_01,P09,90,45.0,25% OFF,67,38,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
830,f8b215,STBLR-4,CAMP_DIW_01,P14,1020,40.0,BOGOF,510,138,Home Appliances,Atliq_waterproof_Immersion_Rod
831,5e0a8c,STBLR-5,CAMP_SAN_01,P12,62,55.0,50% OFF,31,77,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
832,ad56bd,STMLR-2,CAMP_DIW_01,P09,110,36.0,50% OFF,55,37,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
833,3af058,STVSK-3,CAMP_DIW_01,P07,300,36.0,BOGOF,150,108,Home Care,Atliq_Curtains
834,4fca07,STMLR-2,CAMP_SAN_01,P01,172,183.0,33% OFF,115,215,Grocery & Staples,Atliq_Masoor_Dal (1KG)
835,6bf19b,STTRV-1,CAMP_DIW_01,P04,290,169.0,25% OFF,217,160,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
836,e8aca2,STCBE-4,CAMP_DIW_01,P08,1190,40.0,BOGOF,595,119,Home Care,Atliq_Double_Bedsheet_set
837,365da3,STCBE-1,CAMP_SAN_01,P06,415,21.0,25% OFF,311,15,Home Care,Atliq_Fusion_Container_Set_of_3
838,b76614,STMLR-0,CAMP_SAN_01,P12,62,33.0,50% OFF,31,47,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
839,5a0c33,STCBE-2,CAMP_DIW_01,P10,65,87.0,50% OFF,32,127,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
840,f46036,STVSK-4,CAMP_DIW_01,P13,350,61.0,BOGOF,175,178,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
841,49057f,STHYD-0,CAMP_SAN_01,P15,3000,121.0,500 Cashback,2500,274,Combo1,Atliq_Home_Essential_8_Product_Combo
842,b78a4f,STCBE-3,CAMP_SAN_01,P13,350,99.0,BOGOF,175,383,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
843,05e55f,STBLR-0,CAMP_SAN_01,P03,200,415.0,BOGOF,100,1759,Grocery & Staples,Atliq_Suflower_Oil (1L)
844,a26e60,STTRV-1,CAMP_DIW_01,P13,350,36.0,BOGOF,175,122,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
845,de0a50,STCHE-7,CAMP_SAN_01,P05,55,28.0,25% OFF,41,26,Home Care,Atliq_Scrub_Sponge_For_Dishwash
846,d134e0,STBLR-3,CAMP_DIW_01,P15,3000,442.0,500 Cashback,2500,1365,Combo1,Atliq_Home_Essential_8_Product_Combo
847,42b041,STBLR-1,CAMP_DIW_01,P01,172,357.0,33% OFF,115,514,Grocery & Staples,Atliq_Masoor_Dal (1KG)
848,a0dc46,STHYD-3,CAMP_DIW_01,P05,55,129.0,25% OFF,41,104,Home Care,Atliq_Scrub_Sponge_For_Dishwash
849,a21f91,STBLR-8,CAMP_DIW_01,P03,156,393.0,25% OFF,117,322,Grocery & Staples,Atliq_Suflower_Oil (1L)
850,785811,STCHE-0,CAMP_SAN_01,P10,50,25.0,25% OFF,37,20,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
851,aac58d,STBLR-6,CAMP_DIW_01,P08,1190,52.0,BOGOF,595,204,Home Care,Atliq_Double_Bedsheet_set
852,95792f,STMDU-2,CAMP_SAN_01,P15,3000,106.0,500 Cashback,2500,243,Combo1,Atliq_Home_Essential_8_Product_Combo
853,c8035e,STCHE-3,CAMP_SAN_01,P13,350,122.0,BOGOF,175,529,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
854,669d35,STCHE-1,CAMP_DIW_01,P12,62,108.0,50% OFF,31,124,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
855,12573c,STHYD-3,CAMP_SAN_01,P12,62,64.0,50% OFF,31,100,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
856,5ea63d,STCBE-3,CAMP_DIW_01,P12,62,82.0,50% OFF,31,126,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
857,141aea,STCHE-7,CAMP_SAN_01,P14,1020,111.0,BOGOF,510,493,Home Appliances,Atliq_waterproof_Immersion_Rod
858,4a34a6,STVSK-4,CAMP_SAN_01,P09,90,34.0,25% OFF,67,25,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
859,8cd89f,STHYD-0,CAMP_SAN_01,P03,200,363.0,BOGOF,100,1408,Grocery & Staples,Atliq_Suflower_Oil (1L)
860,c48008,STBLR-2,CAMP_DIW_01,P14,1020,47.0,BOGOF,510,162,Home Appliances,Atliq_waterproof_Immersion_Rod
861,11ea6f,STMDU-2,CAMP_DIW_01,P04,290,271.0,25% OFF,217,243,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
862,b68b77,STCBE-0,CAMP_SAN_01,P01,172,244.0,33% OFF,115,368,Grocery & Staples,Atliq_Masoor_Dal (1KG)
863,ba72b1,STMDU-1,CAMP_SAN_01,P05,55,15.0,25% OFF,41,12,Home Care,Atliq_Scrub_Sponge_For_Dishwash
864,608271,STMDU-0,CAMP_SAN_01,P15,3000,122.0,500 Cashback,2500,342,Combo1,Atliq_Home_Essential_8_Product_Combo
865,b1a501,STBLR-0,CAMP_DIW_01,P11,190,80.0,50% OFF,95,108,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
866,cd4c5a,STMLR-0,CAMP_SAN_01,P09,90,34.0,25% OFF,67,28,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
867,b92097,STCBE-4,CAMP_DIW_01,P03,156,257.0,25% OFF,117,221,Grocery & Staples,Atliq_Suflower_Oil (1L)
868,57a7bc,STHYD-5,CAMP_SAN_01,P14,1020,100.0,BOGOF,510,391,Home Appliances,Atliq_waterproof_Immersion_Rod
869,160abb,STCBE-3,CAMP_SAN_01,P02,860,336.0,33% OFF,576,534,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
870,baecfe,STVJD-0,CAMP_SAN_01,P12,62,31.0,50% OFF,31,43,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
871,4f0587,STMDU-0,CAMP_SAN_01,P08,1190,33.0,BOGOF,595,136,Home Care,Atliq_Double_Bedsheet_set
872,ed90b8,STVSK-4,CAMP_SAN_01,P05,55,18.0,25% OFF,41,13,Home Care,Atliq_Scrub_Sponge_For_Dishwash
873,dbd453,STMLR-1,CAMP_SAN_01,P03,200,195.0,BOGOF,100,776,Grocery & Staples,Atliq_Suflower_Oil (1L)
874,45c35a,STHYD-5,CAMP_SAN_01,P11,190,54.0,50% OFF,95,76,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
875,f7aec5,STCHE-5,CAMP_SAN_01,P13,350,87.0,BOGOF,175,341,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
876,2e0950,STBLR-0,CAMP_DIW_01,P05,55,133.0,25% OFF,41,114,Home Care,Atliq_Scrub_Sponge_For_Dishwash
877,5202ed,STBLR-4,CAMP_DIW_01,P03,156,306.0,25% OFF,117,275,Grocery & Staples,Atliq_Suflower_Oil (1L)
878,003c65,STBLR-9,CAMP_SAN_01,P13,350,114.0,BOGOF,175,457,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
879,a55960,STBLR-1,CAMP_DIW_01,P08,1190,50.0,BOGOF,595,149,Home Care,Atliq_Double_Bedsheet_set
880,63a2d2,STCHE-3,CAMP_DIW_01,P08,1190,47.0,BOGOF,595,186,Home Care,Atliq_Double_Bedsheet_set
881,f45be0,STCHE-2,CAMP_SAN_01,P05,55,25.0,25% OFF,41,23,Home Care,Atliq_Scrub_Sponge_For_Dishwash
882,f60d93,STCBE-0,CAMP_DIW_01,P05,55,78.0,25% OFF,41,75,Home Care,Atliq_Scrub_Sponge_For_Dishwash
883,3164ea,STMDU-2,CAMP_SAN_01,P01,172,265.0,33% OFF,115,328,Grocery & Staples,Atliq_Masoor_Dal (1KG)
884,1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,54.0,25% OFF,67,51,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
885,9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,40.0,BOGOF,595,154,Home Care,Atliq_Double_Bedsheet_set
886,a05e82,STMYS-3,CAMP_SAN_01,P13,350,124.0,BOGOF,175,527,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
887,8869,STCBE-4,CAMP_SAN_01,P13,350,75.0,BOGOF,175,200,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
888,1768c2,STHYD-0,CAMP_DIW_01,P02,860,367.0,33% OFF,576,601,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
889,de6e7e,STVSK-1,CAMP_SAN_01,P15,3000,88.0,500 Cashback,2500,186,Combo1,Atliq_Home_Essential_8_Product_Combo
890,5e59a1,STTRV-0,CAMP_SAN_01,P05,55,12.0,25% OFF,41,11,Home Care,Atliq_Scrub_Sponge_For_Dishwash
891,38ebfb,STCBE-1,CAMP_SAN_01,P10,50,27.0,25% OFF,37,20,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
892,f65a1e,STVSK-4,CAMP_DIW_01,P04,290,255.0,25% OFF,217,196,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
893,6d65d2,STBLR-8,CAMP_SAN_01,P04,370,480.0,BOGOF,185,1867,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
894,8d7458,STCBE-1,CAMP_DIW_01,P12,62,98.0,50% OFF,31,109,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
895,726ac4,STBLR-5,CAMP_SAN_01,P04,370,454.0,BOGOF,185,1756,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
896,e8a904,STCHE-7,CAMP_DIW_01,P05,55,112.0,25% OFF,41,107,Home Care,Atliq_Scrub_Sponge_For_Dishwash
897,cca40f,STBLR-1,CAMP_SAN_01,P12,62,73.0,50% OFF,31,102,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
898,432f1d,STBLR-4,CAMP_SAN_01,P05,55,19.0,25% OFF,41,15,Home Care,Atliq_Scrub_Sponge_For_Dishwash
899,bcffbb,STCBE-0,CAMP_DIW_01,P11,190,36.0,50% OFF,95,56,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
900,be3489,STHYD-3,CAMP_DIW_01,P14,1020,38.0,BOGOF,510,119,Home Appliances,Atliq_waterproof_Immersion_Rod
901,d622c3,STHYD-0,CAMP_SAN_01,P10,50,25.0,25% OFF,37,20,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
902,105788,STCHE-0,CAMP_SAN_01,P07,300,58.0,BOGOF,150,232,Home Care,Atliq_Curtains
903,4f560f,STHYD-0,CAMP_SAN_01,P02,860,514.0,33% OFF,576,791,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
904,ca7298,STCBE-2,CAMP_SAN_01,P15,3000,85.0,500 Cashback,2500,228,Combo1,Atliq_Home_Essential_8_Product_Combo
905,003e8d,STCHE-3,CAMP_DIW_01,P02,860,371.0,33% OFF,576,519,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
906,1c1cb7,STHYD-5,CAMP_SAN_01,P10,50,39.0,25% OFF,37,35,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
907,144c17,STCHE-2,CAMP_DIW_01,P02,860,411.0,33% OFF,576,509,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
908,9c2c14,STVSK-0,CAMP_DIW_01,P14,1020,29.0,BOGOF,510,97,Home Appliances,Atliq_waterproof_Immersion_Rod
909,555fcd,STVSK-3,CAMP_DIW_01,P13,350,57.0,BOGOF,175,178,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
910,729701,STVSK-2,CAMP_SAN_01,P06,415,22.0,25% OFF,311,18,Home Care,Atliq_Fusion_Container_Set_of_3
911,4cc388,STBLR-7,CAMP_SAN_01,P02,860,526.0,33% OFF,576,799,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
912,741bef,STMYS-0,CAMP_SAN_01,P13,350,114.0,BOGOF,175,287,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
913,46d796,STHYD-6,CAMP_SAN_01,P07,300,51.0,BOGOF,150,205,Home Care,Atliq_Curtains
914,1e5c85,STBLR-7,CAMP_DIW_01,P01,172,341.0,33% OFF,115,606,Grocery & Staples,Atliq_Masoor_Dal (1KG)
915,5c2d1f,STCBE-2,CAMP_SAN_01,P03,200,304.0,BOGOF,100,1340,Grocery & Staples,Atliq_Suflower_Oil (1L)
916,f6c17f,STBLR-0,CAMP_SAN_01,P09,90,54.0,25% OFF,67,45,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
917,8d68bc,STHYD-2,CAMP_DIW_01,P03,156,357.0,25% OFF,117,289,Grocery & Staples,Atliq_Suflower_Oil (1L)
918,d0356d,STCHE-0,CAMP_DIW_01,P08,1190,45.0,BOGOF,595,152,Home Care,Atliq_Double_Bedsheet_set
919,e45c30,STMDU-1,CAMP_DIW_01,P06,415,78.0,25% OFF,311,63,Home Care,Atliq_Fusion_Container_Set_of_3
920,cf616b,STMYS-2,CAMP_DIW_01,P09,110,64.0,50% OFF,55,84,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
921,ca1e8f,STHYD-1,CAMP_DIW_01,P08,1190,54.0,BOGOF,595,167,Home Care,Atliq_Double_Bedsheet_set
922,541bef,STHYD-4,CAMP_SAN_01,P01,172,234.0,33% OFF,115,322,Grocery & Staples,Atliq_Masoor_Dal (1KG)
923,6909d3,STBLR-2,CAMP_DIW_01,P02,860,390.0,33% OFF,576,585,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
924,1c3fb4,STMLR-1,CAMP_SAN_01,P02,860,237.0,33% OFF,576,327,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
925,26e506,STCHE-0,CAMP_SAN_01,P09,90,72.0,25% OFF,67,59,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
926,e5804e,STHYD-0,CAMP_DIW_01,P01,172,316.0,33% OFF,115,521,Grocery & Staples,Atliq_Masoor_Dal (1KG)
927,68e849,STMLR-2,CAMP_DIW_01,P06,415,40.0,25% OFF,311,34,Home Care,Atliq_Fusion_Container_Set_of_3
928,699bac,STCHE-7,CAMP_SAN_01,P07,300,42.0,BOGOF,150,183,Home Care,Atliq_Curtains
929,edac38,STBLR-1,CAMP_DIW_01,P11,190,70.0,50% OFF,95,93,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
930,c917a3,STCHE-3,CAMP_DIW_01,P04,290,350.0,25% OFF,217,311,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
931,1b0022,STVSK-0,CAMP_SAN_01,P04,370,370.0,BOGOF,185,1457,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
932,7014a8,STBLR-8,CAMP_SAN_01,P14,1020,97.0,BOGOF,510,385,Home Appliances,Atliq_waterproof_Immersion_Rod
933,16fb87,STBLR-2,CAMP_SAN_01,P10,50,37.0,25% OFF,37,31,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
934,c0ecb5,STCHE-2,CAMP_SAN_01,P07,300,43.0,BOGOF,150,167,Home Care,Atliq_Curtains
935,efd0d2,STMYS-2,CAMP_DIW_01,P15,3000,486.0,500 Cashback,2500,1273,Combo1,Atliq_Home_Essential_8_Product_Combo
936,3ec68b,STBLR-1,CAMP_DIW_01,P09,110,73.0,50% OFF,55,95,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
937,1d651c,STCHE-5,CAMP_SAN_01,P15,3000,121.0,500 Cashback,2500,273,Combo1,Atliq_Home_Essential_8_Product_Combo
938,f97b6d,STMLR-2,CAMP_DIW_01,P07,300,33.0,BOGOF,150,115,Home Care,Atliq_Curtains
939,f41256,STMLR-1,CAMP_SAN_01,P15,3000,58.0,500 Cashback,2500,128,Combo1,Atliq_Home_Essential_8_Product_Combo
940,79d01b,STHYD-1,CAMP_DIW_01,P11,190,61.0,50% OFF,95,72,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
941,ec3591,STCHE-1,CAMP_SAN_01,P09,90,79.0,25% OFF,67,63,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
942,bb447f,STCBE-3,CAMP_SAN_01,P12,62,36.0,50% OFF,31,55,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
943,9413a7,STHYD-3,CAMP_DIW_01,P11,190,80.0,50% OFF,95,124,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
944,0a8543,STHYD-4,CAMP_DIW_01,P01,172,304.0,33% OFF,115,465,Grocery & Staples,Atliq_Masoor_Dal (1KG)
945,5.40E+190,STBLR-0,CAMP_DIW_01,P02,860,362.0,33% OFF,576,535,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
946,440bd9,STBLR-0,CAMP_SAN_01,P13,350,129.0,BOGOF,175,528,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
947,f741af,STHYD-2,CAMP_SAN_01,P01,172,333.0,33% OFF,115,456,Grocery & Staples,Atliq_Masoor_Dal (1KG)
948,5a94d6,STVSK-0,CAMP_DIW_01,P06,415,64.0,25% OFF,311,58,Home Care,Atliq_Fusion_Container_Set_of_3
949,5c50b6,STHYD-6,CAMP_SAN_01,P09,90,55.0,25% OFF,67,45,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
950,27bc6e,STCBE-2,CAMP_DIW_01,P14,1020,42.0,BOGOF,510,160,Home Appliances,Atliq_waterproof_Immersion_Rod
951,13ad42,STMDU-0,CAMP_DIW_01,P03,156,241.0,25% OFF,117,209,Grocery & Staples,Atliq_Suflower_Oil (1L)
